condition_id,question,sub_category,sub_tag,grade,entry_yes_price_3d,side,entry_price,outcome_yes_won,win,pnl,strategy
0x2bf00860d0daa4aa11d5f6e5aba62407c5f82225e652f6405701d9ddd83c5a6c,"Will Trump say ""Hell"" this week? (December 29 - January 4)",discretionary,other,CRISP,0.75,YES,0.75,1,1,15.666666666666671,S7
0xac4c8f562f7c6f4a191570b07a6cd8926854205a91d6da197a43924bdc4659a3,"US strikes Iran by January 18, 2026?",discretionary,iran,CRISP,0.475,YES,0.475,0,0,-51.0,S7
0x506a96c9d159163dd47aa3e6cf321feb0ea78d361d7ef810e838980fefed581a,Slovakia Presidential Election: Will Ivan Korčok win?,discretionary,other,CRISP,0.485,YES,0.485,0,0,-51.0,S7
0x310cf1f2674f74a68f19e9f99bad1bb59354984a13062ba9dc5f25383faddcf0,"Will Trump say ""Western Hemisphere"" during the State of the Union address?",discretionary,other,CRISP,0.385,YES,0.385,1,1,78.87012987012986,S7
0x71da12db4aea759acbf68b2777c44b21caf6a5ee9ac335106ced647b53fb9a40,Will PH win the most seats in the 2026 Colombian Chamber of Representatives election?,discretionary,other,CRISP,0.845,YES,0.845,1,1,8.171597633136095,S7
0xd98db52e63443f7de6a09f565afc2151dd1d987ac9b18bd04cc7b83e313760ed,Will Trump tweet less than 3 times Dec 6-13?,discretionary,other,CRISP,0.47,YES,0.47,1,1,55.382978723404264,S7
0x4873de62c03e7ee0776aac2c26e32d9466b631af8af0169e2cca03bafccd42c6,Favorite to win on Polymarket day after debate?,discretionary,other,CRISP,0.33,YES,0.33,1,1,100.5151515151515,S7
0xcfaa7bc4cee131fb6e724b54230616a1aad023dc6044da6b84f06b35ada28586,"Will Trump say ""Dome"" during his 4th of July remarks?",discretionary,other,CRISP,0.38,YES,0.38,0,0,-51.0,S7
0xe1386710b61e8f800a3b27ed14528c4bc4756572451c7c97d140c5e8d8030f55,"Will Keir Starmer say ""Crisis"" during the next Prime Minister's Questions?",discretionary,other,CRISP,0.57,YES,0.57,0,0,-51.0,S7
0x2b0a07e75ef14cf292e6d93fdd07f333057acbe249f8a7af57bb1ee3c5a52b1a,Will Donald Trump sign an executive order on July 11?,discretionary,other,CRISP,0.505,YES,0.505,0,0,-51.0,S7
0x696ba4726b7a261960878b703c525857ba5a08ee7e1404aa83bd8faa1e1d8687,Will the next Government of Canada be a Liberal majority?,discretionary,other,CRISP,0.625,YES,0.625,0,0,-51.0,S7
0x72857b3b967e7cdf2e85258e88c7077ba22e6a3b0c1c30b6bd6fc7ee7b7b51a3,Will Nicolas Maduro Win the 2024 Venezuela presidential election?,discretionary,venezuela,CRISP,0.695,YES,0.695,0,0,-51.0,S7
0x458a27ca58fbbbd96f0240b2aa4b5dac0cce9bd5e87409a4021624edb2786ad0,Will Conservative Party win less than 125 seats in the next UK Election?,discretionary,other,CRISP,0.755,YES,0.755,1,1,15.2251655629139,S7
0x26ee82bee2493a302d21283cb578f7e2fff2dd15743854f53034d12420863b55,Which party wins 2024 US Presidential Election?,discretionary,other,CRISP,0.42,YES,0.42,0,0,-51.0,S7
0x86cf498b6ad73c7631c08157c654b7e8c44ee33dfad2c261564aa375e3394578,"Will Trump say ""Minnesota"" during the State of the Union address?",discretionary,other,CRISP,0.585,YES,0.585,1,1,34.47008547008548,S7
0x265366ede72d73e137b2b9095a6cdc9be6149290caa295738a95e3d881ad0865,Kamala Harris wins the popular vote?,discretionary,other,CRISP,0.6845,YES,0.6845,0,0,-51.0,S7
0x55094f77e9dbc107fc354a9b8a5939cd0b4d0cfae24c7f892dd778b565b579c4,Will Edmundo González win the 2024 Venezuela presidential election?,discretionary,venezuela,CRISP,0.325,YES,0.325,1,1,102.84615384615384,S7
0xccf29510341e7437f067af2cb107f69d617975a734646b4a6c86089242c8daa0,Will Jason Miyares win the 2025 Virginia Attorney General election?,discretionary,other,CRISP,0.675,YES,0.675,0,0,-51.0,S7
0x9f41292bea56c1a5671306d4285d1912af1a23e62bae6e58e6c0dc517cc98d46,Will a Republican win Texas US Senate Election?,discretionary,other,CRISP,0.84,YES,0.84,1,1,8.523809523809526,S7
0x824df6aa7e270678a5239d697918e918834a52cc6e59ebc25b650b2df649ac82,"US strikes Iran by March 7, 2026?",discretionary,iran,CRISP,0.445,YES,0.445,1,1,61.35955056179775,S7
0xc74c985af2daadd3900b337e128555d997342db0d724528e9b0eb5d9bf2691a2,"Will Trump say ""Palestine"" during September?",discretionary,other,CRISP,0.32,YES,0.32,1,1,105.25,S7
0x91446872e083875e2315abb17c03854c178d65cef9e49e17b8c31352dbe2719a,"Will Trump say ""Crypto"" or ""Bitcoin"" this week? (October 27 - November 2)",discretionary,other,CRISP,0.35,YES,0.35,1,1,91.85714285714286,S7
0x330f413895b25d8669861208d3403725516f6e3d66164bea64a8be41a4ccb0b4,Matt Gaetz confirmed as Attorney General?,discretionary,other,CRISP,0.305,YES,0.305,0,0,-51.0,S7
0xdfd869fb69e5cb5352ebe56cf7ccb4396151dcddc8c284e74d4c33711007717e,Will Trump say “Transgender” this week? (November 10 - 16),discretionary,other,CRISP,0.78,YES,0.78,0,0,-51.0,S7
0x8730e1eb7a53c8ae47f700f8233851cab23f1a8fd0ddd80bcbc15155ebbf5a84,"Will Trump post ""I love King"" or ""I love the King"" on Truth Social this week?",discretionary,other,CRISP,0.51,YES,0.51,0,0,-51.0,S7
0x961ee2529ff3c3b27a9b7dc424c1d7046f52bdd5b4ae38bd74ae65f0838fabaa,Will Daniel Noboa win the 2025 Ecuadorian Presidential Election? ,discretionary,other,CRISP,0.405,YES,0.405,1,1,72.45679012345678,S7
0xf7fbf61a0c895d7466ef299db9436ccff6af59cea208ec3bfdfb01b4d52b1705,"Will Trump post ""God Bless America"" on Truth Social this week? (March 15)",discretionary,other,CRISP,0.62,YES,0.62,0,0,-51.0,S7
0x4c48d72bee2347ee0a0802850be8a7f36d318b405fb4bacbba455eb8a68dc6a3,Will the Liberal Party win the popular vote in Canada's next election?,discretionary,other,CRISP,0.72,YES,0.72,1,1,18.444444444444443,S7
0x459e26ea0ef5fae66cc7174b373906acd4579b47930d63907c9b26446000aff2,"Will Trump say ""Roof"" during Carney visit on May 6?",discretionary,other,CRISP,0.525,YES,0.525,0,0,-51.0,S7
0xa699018223c711cf05cfd64fb0a688bbec786514fa13006ada520edea02f1797,"Will Leavitt say ""Governor"" during the next White House Press Briefing?",discretionary,other,CRISP,0.555,YES,0.555,1,1,39.09009009009009,S7
0xbb01eefb24a38a9aa1921ec168d3049e7374b28a2540937d06b3ff2524d66627,Will a Republican win Michigan Presidential Election?,discretionary,other,CRISP,0.415,YES,0.415,1,1,69.48192771084338,S7
0x5de4dac5750688a3ab6db801fef8afb9f069270bf6e211c8ef2ef3c13d4e6734,"Will Trump say ""Too Big To Rig"" this week? (January 25)",discretionary,other,CRISP,0.6,YES,0.6,0,0,-51.0,S7
0x9fbe1832139c5e67dbf93813aabb9ac67ab8dd3d7d32fe86957ff761a8fa1532,Will CDU win the most seats in the 2026 Rhineland-Palatinate parliamentary elections?,discretionary,other,CRISP,0.62,YES,0.62,1,1,29.645161290322577,S7
0x352ac53453f995e751d2d90c7d781441eba9d1c4c7ebbc8e738fc570a543665b,Will a Republican win Wisconsin US Senate Election?,discretionary,other,CRISP,0.34,YES,0.34,0,0,-51.0,S7
0x166ab6a5f3e348dc7b6d732b0848f373b042aff0290a5d7754f7628db6e4dc0f,"Will Trump say ""Board of Peace"" this week? (December 29 - January 4)",discretionary,other,CRISP,0.325,YES,0.325,0,0,-51.0,S7
0xd25562868f4159fe3758f3fff2d0c8d1fec6f9643c05579473babcc1f393bb8f,"Will Leavitt say ""Tylenol"" or ""Autism"" during next White House press briefing?",discretionary,other,CRISP,0.4,YES,0.4,0,0,-51.0,S7
0x8f20ff6ed2ba1e234f35e701a50c274ffb64fdd8d621254d017db0445486ab79,Will a Democrat win Nevada Presidential Election?,discretionary,other,CRISP,0.365,YES,0.365,0,0,-51.0,S7
0x78554a269994cb47618a3f7583768a008a5c5e1396323b92e9bad4be17dcf7c7,"Will Bernie Sanders say ""Zohran"" or ""Mamdani"" during his West Virginia speech on August 8?",discretionary,other,CRISP,0.345,YES,0.345,0,0,-51.0,S7
0xd32534b0564971fe6f3fa622a196d4006cc8b464f40bf748caf57108c54d0f5f,"Will Trump say ""AI"" or ""Artificial Intelligence"" during Saudi PM events on November 18?",discretionary,other,CRISP,0.465,YES,0.465,1,1,56.5268817204301,S7
0x050e617aeb25a5669c45fc3257c6e507cd48b72e240565aae6a9ee34e4a3b793,"Will Keir Starmer say ""NHS"" during the next Prime Minister's Questions?",discretionary,other,CRISP,0.79,YES,0.79,1,1,12.291139240506325,S7
0xb773804f2f8ce39e6f27487c5778506d95149ee41c194cb674a2254ff1193331,Will Seguro win all of Portugal's districts?,discretionary,other,CRISP,0.795,YES,0.795,1,1,11.893081761006286,S7
0xc8a7d7ced51ff0c00dee61e0a98d192db2f206f1eede15c8d2e1af5bab04d5cb,"Will Israel strike Gaza on February 8, 2026?",discretionary,israel,CRISP,0.37,YES,0.37,1,1,84.13513513513513,S7
0x806f7abef2f183ab5557e6996adc91b2c3dae3286d00a4efb38b2a05ebb124ce,Will Elon Musk tweet 800 or more times February 7-14?,discretionary,other,CRISP,0.504,YES,0.504,1,1,48.2063492063492,S7
0xdb93abfa2dd2026687b138417b8ba86c7f3f9729e288781de5688730d70d26e6,"Will Trump say ""Cuba"" during the State of the Union address?",discretionary,cuba,CRISP,0.525,YES,0.525,0,0,-51.0,S7
0x8a175eb42f31b198faca9a77277bf90396bae30bf065d3a9898aaa8105657ab3,"Will Trump say ""Party"" this week? (December 29 - January 4)",discretionary,other,CRISP,0.545,YES,0.545,1,1,40.74311926605503,S7
0xf74a25ca00930e1b6bf444fcff9ded49cd7765d6e198a9af9c036688edb5a4ed,Will the White House call a full lid by 6:30PM on March 17?,discretionary,other,CRISP,0.62,YES,0.62,1,1,29.645161290322577,S7
0xe85db2c1843ebf5eac87613544d8a7e062039ec023d60fcaab2c9bf6340de110,"Will Trump say ""Winston"" or ""Churchill"" during King Charles visit?",discretionary,other,CRISP,0.59,YES,0.59,1,1,33.745762711864415,S7
0x08121291cd61eaea56d62dda92b80a1a5aa80d99fdf210343713902561a8939b,Will the next Government of Australia be a Labor majority?,discretionary,other,CRISP,0.365,YES,0.365,1,1,85.98630136986301,S7
0x5ad810c8d042f53c457a413241175022503d290593c54c8fb713d4ffae5f9cb7,"Will Karoline Leavitt say ""Executive order"" during next White House press briefing?",discretionary,other,CRISP,0.749,YES,0.749,1,1,15.755674232309744,S7
0x1586c09368022ef06b57487108ff99c83745309a79a7952ba11b916b606c6700,"Will Trump say ""Transgender"" this week? (October 13 - 19)",discretionary,other,CRISP,0.705,YES,0.705,1,1,19.921985815602838,S7
0x0fb480eb418fa2fcf9a360a4f55d0688a02413a4c7ccbf9703b63f2fa370cecb,"Will Trump say ""Autopen"" or ""Auto Pen"" this week? (February 8)",discretionary,other,CRISP,0.545,YES,0.545,1,1,40.74311926605503,S7
0x12f85b250c4943bb6d17804ec6c5d5e6b46dc3202f207acf7e56ce83d7319c5f,"Will Trump say ""Atlantic"" this week? (January 11)",discretionary,other,CRISP,0.585,YES,0.585,0,0,-51.0,S7
0xa97d2a617f66ceaf5545e90e4c4f8ddc1bfefc094f1f3739bccfa9c6da226dbd,Will Trump tweet 5-9 times Nov 8-15?,discretionary,other,CRISP,0.405,YES,0.405,0,0,-51.0,S7
0x28f1e9218bcd41ced05faf3c03f026721d87712556bf2828337551f03cae0a01,"Israel strikes Iran by March 31, 2026?",discretionary,iran,CRISP,0.62,YES,0.62,1,1,29.645161290322577,S7
0x63cfffa8764426c9b2ffe4b521c9499b4e35c9fb53ff1be68c79dec2a016be2a,Taiwan Presidential Election: Will Ko Wen-je win?,discretionary,china_taiwan,CRISP,0.31,YES,0.31,0,0,-51.0,S7
0x26ed2c7b22d8bbf6789e76bdcd88c22b605df53e88c7b57fb3dc48b7ab259a8f,Will Andrew Cuomo win the Democratic Primary for Mayor of New York City?,discretionary,other,CRISP,0.745,YES,0.745,0,0,-51.0,S7
0x299730751090165592bfd5f8f12ff5bb316cd3dac7f17223128e3d4024622bcb,"Will Trump’s approval rating be between 39.0 and 39.4 on April 17, 2026?",discretionary,other,CRISP,0.31,YES,0.31,0,0,-51.0,S7
0x91fd3b7cf10e925f169ff49dd657baf9794025b241965fecd0c1b9cbd9c1e115,Will Bhumjaithai Party (BJT) win the most seats in the 2026 Thai legislative election?,discretionary,other,CRISP,0.3,YES,0.3,1,1,115.66666666666669,S7
0x677740d692753fcb0f1227e99e564afebd643e9ff09ca32f73aeb1ae335cdb0f,Will the White House call a full lid by 6:30PM on April 11?,discretionary,other,CRISP,0.42,YES,0.42,0,0,-51.0,S7
0x6d250918ac8353e8aedd848e1c0934c0feb8ad1be05676f19414def48d4a914a,Trump strikes another drug boat by Sep 30?,discretionary,other,CRISP,0.3005,YES,0.3005,0,0,-51.0,S7
0xc7b2e5c8d4a18e064af2fc9f59a12e211b7e9a4370215069d0b482e1af81a9b7,"Will Trump say ""Border"" 10 or more times during victory rally? ",discretionary,other,CRISP,0.56,YES,0.56,1,1,38.28571428571428,S7
0x208721a1cf3bf7ef63c58140d47054496aaa9dc0feee9f3bb0d95f8bba375230,Will Trump tweet 30-39 times September 27-October 4?,discretionary,other,CRISP,0.41,YES,0.41,1,1,70.95121951219512,S7
0x50d5ba4a47a1efe738da33723781f842985f406e26f8f4a29a78551fac1c51c0,"Will Trump post ""RINO"" on Truth Social this week? (March 8)",discretionary,other,CRISP,0.53,YES,0.53,0,0,-51.0,S7
0xdfd3d267e9893993f70809ad9d0d21e0a56c1651910f128c3a88d6377d766c9e,Will Jay Jones win the 2025 Virginia Attorney General election?,discretionary,other,CRISP,0.32,YES,0.32,1,1,105.25,S7
0x16ce45a17a663196c1512f6d2350f2dbdc2a2ef65a2182ecc2409938a2a669ae,Will the Associated Press first call the 2025 New Jersey governor election at 11:00 PM ET or later on Nov 4 2025?,discretionary,other,CRISP,0.44,YES,0.44,0,0,-51.0,S7
0xa706623e258521235d3874904d77b4dd4d55a9b092c59eb5c5ed4759882f657c,"Will Trump post ""Epic Fury"" on Truth Social this week?",discretionary,other,CRISP,0.405,YES,0.405,0,0,-51.0,S7
0x98c0aa27e741d5bfeb0a06e68bddd256b857fd27597c76c500250db1483c51aa,"US strikes Iran by March 15, 2026?",discretionary,iran,CRISP,0.58,YES,0.58,1,1,35.20689655172414,S7
0xe90fde5bbf32a779f5ad8cd47f890acd9f86b73e34e0f620698122052189a079,Will a Republican win Maine's 2nd congressional district?,discretionary,other,CRISP,0.84,YES,0.84,1,1,8.523809523809526,S7
0xfb898f62944858cd90a18655f393c456dd2c0d4ac17f1bbb4d06a2cebc8e1e72,"Will Trump say ""Fat"" this week? (January 18)",discretionary,other,CRISP,0.465,YES,0.465,1,1,56.5268817204301,S7
0xc8bc0657df535fee2568c70b982f6abe49dd108d011085da65dc292d8f4f7a1a,Will Donald Trump sign an executive order on April 8?,discretionary,other,CRISP,0.65,YES,0.65,1,1,25.92307692307692,S7
0x07e93796cdf81c9f6982d38f03aba01df60ee516cdd8a98cddc5756fba4c4c83,"Will Trump say ""Transgender"" this week? (February 8)",discretionary,other,CRISP,0.515,YES,0.515,1,1,46.08737864077669,S7
0x325038359610a566c0963c9f0ea2ea33b2ddedf7808898c4ed4166787213f1b5,Trump sentenced to no prison time?,discretionary,other,CRISP,0.77,YES,0.77,1,1,13.93506493506493,S7
0x9fdc4c7b35db7e7299a9f41c2b76644dd9d2923852da5881035f0bbec2d5e1ad,Will Jill Stein get the most votes of any 3rd party candidate?,discretionary,other,CRISP,0.33,YES,0.33,1,1,100.5151515151515,S7
0xa66d14ad94746e868fc81a76d3f67cc4583a2ab08a5056e07e4b3080c4ce04a9,Who will win the VP debate according to polls?,discretionary,other,CRISP,0.77,YES,0.77,0,0,-51.0,S7
0x01ffd0acf0d6e42558a7cbd521efde937166a1bf09f3a2dfcdf36950c2dd3635,US escorts commercial ship through Hormuz by April 30?,discretionary,other,CRISP,0.41,YES,0.41,0,0,-51.0,S7
0x64d6a172e63a085198fcd8032da984cc42398e21d8984eaf4813ce6e3f0469a6,Will the Slovenian Democratic Party (SDS) win the most seats in the 2026 Slovenian parliamentary election?,discretionary,other,CRISP,0.725,YES,0.725,0,0,-51.0,S7
0x0bec8a350b24975b0f28366399c4ea04044c8d795b8b2cf2d7fdf8f21824302e,"Will Trump say ""Board of Peace"" during Saudi PM events on November 18?",discretionary,other,CRISP,0.37,YES,0.37,1,1,84.13513513513513,S7
0x34b5567e4f9a1b9561fba0f39c60b4da1f33052c8918dedc954401494d947cee,Will a Democrat win Wisconsin Presidential Election?,discretionary,other,CRISP,0.525,YES,0.525,0,0,-51.0,S7
0xe65c106aa601e254aaa51c2897d1d99be0d0f753f642422656e6aa1db940f6ac,"Will Trump post ""Ammo"" or ""Ammunition"" on Truth Social this week?",discretionary,other,CRISP,0.5,YES,0.5,0,0,-51.0,S7
0x57dc89d2f5803961a1c72add5969c2887f9591821d05421f2819fa17b664dd59,Will a Republican win Ohio US Senate Election?,discretionary,other,CRISP,0.575,YES,0.575,1,1,35.95652173913044,S7
0x4b78de44ea49d0eb8d5fee85352294b6f679a47c56944c6ad5c945e9a2ba7211,Government shutdown on Saturday?,discretionary,other,CRISP,0.71,YES,0.71,0,0,-51.0,S7
0x7058f8abef2ca5e080b6febb7ec45da60319582619e89183b700aca3d8fb21da,Trump strikes another drug boat by Oct 31?,discretionary,other,CRISP,0.77,YES,0.77,1,1,13.93506493506493,S7
0xffaff77c56cb9f1e322129b8e1e525ceadd1d0e8dc2a62a4b33f3cb23bff9572,Favorite to win on Polymarket week after debate?,discretionary,other,CRISP,0.745,YES,0.745,1,1,16.114093959731548,S7
0xdcf2271b7c57b7de917ef6205de87a46a4c180970e9480c9290bc9d18b74db93,Will Eric Adams endorse Cuomo?,discretionary,other,CRISP,0.8,YES,0.8,1,1,11.5,S7
0x5475a91387df16bd7f5b5fd5937dd2305365c01d6116c071d6859b377882f403,"Will Trump say ""Mortgage"" during WEF Address on January 21?",discretionary,other,CRISP,0.6,YES,0.6,1,1,32.33333333333334,S7
0xd009ac14bccdd12925a2d9f8d910411556e4ed153337abb18a97b97fabcf7db0,Will Rafał Trzaskowski be the next President of Poland?,discretionary,other,CRISP,0.815,YES,0.815,0,0,-51.0,S7
0x5fc8cba7cc06011dd02a09513a93b2184c3aef48a8be0c005241e89308bc9cc8,Will Khamenei tweet again by March 14?,discretionary,other,CRISP,0.785,YES,0.785,1,1,12.694267515923563,S7
0x7d10de6ae70637b277d59ff7158940c0273935b74155c78e00c0c9f7219ca075,"Will Trump say ""Fun"" this week? (March 29)",discretionary,other,CRISP,0.77,YES,0.77,1,1,13.93506493506493,S7
0x39b754a2dd0e0b8433d5de711fb46abf6f3f893d9b72ffd57864052213322e7d,"Will Trump say ""Farmer"" during Carney visit on May 6?",discretionary,other,CRISP,0.59,YES,0.59,0,0,-51.0,S7
0xcd1b6b71a1964f15e2c14809594cbfa0d576270e8ef94c8c24913121097e09e5,Will Donald Trump win the popular vote in the 2024 Presidential Election?,discretionary,other,CRISP,0.316,YES,0.316,1,1,107.22784810126583,S7
0x8f97d034bbf01cd874af524cefc6d83deaa25373c1ab4545a81589a4d3d2b2a8,Will a Democrat win North Carolina Presidential Election?,discretionary,other,CRISP,0.31,YES,0.31,0,0,-51.0,S7
0x5f7adbfb99ad4c6c05ccef88d6a3cffcdb7c178911865b8c21b8b636b3bc5fe4,Will Trump’s approval rating be between 42.0 and 42.4 on November 14 2025?,discretionary,other,CRISP,0.345,YES,0.345,0,0,-51.0,S7
0xb01e7889e4bc668ddeade5a079b5a225b66a323244a8ab87ee1080f0d14a8143,"Will Trump say ""Transgender"" this week? (March 1)",discretionary,other,CRISP,0.33,YES,0.33,1,1,100.5151515151515,S7
0xfe6a04a131a8032f3a037ce82b3200dfd014f76fa2002360b69301fac646807c,"Will Keir Starmer say ""Ukraine"" during the next Prime Minister's Questions?",discretionary,ukraine,CRISP,0.74,YES,0.74,0,0,-51.0,S7
0xa6397cb04d2e20f63b589b9dd37e8db7db6a33ebda189d1123e4ff191ac430c1,"Will Trump say ""Nazi"" this week? (March 8)",discretionary,other,CRISP,0.535,YES,0.535,1,1,42.457943925233636,S7
0xfc93f92b41376c8caeb67fc389e8901d2959e5a998a94c102209fe34b7eeaa7f,Trump sentenced to probation?,discretionary,other,CRISP,0.475,YES,0.475,0,0,-51.0,S7
0x4b02efe53e631ada84681303fd66d79ad615f3d2b6a28b4633d43d935f89af58,"US strikes Iran by March 31, 2026?",discretionary,iran,CRISP,0.685,YES,0.685,1,1,21.992700729926995,S7
0xd63b3697ae273e53e575d6e4cc833b28bce923167e4b8065235143babfb4b05d,"Will Leavitt say ""Fraud"" during the next White House press briefing?",discretionary,other,CRISP,0.335,YES,0.335,0,0,-51.0,S7
0x70357debf15a956d82d8b2022aaf5f868763d1d0716d2c6e5ce35712e49a3b0f,Fed decreases interest rates by 25 bps after September 2024 meeting?,discretionary,other,CRISP,0.645,YES,0.645,0,0,-51.0,S7
0xf5a4671c186af316ee0e4913d996c51a1fae12a5861e9eb25654a764e0593e69,"Will Leavitt say ""Fake"" or ""Hoax"" during the next White House Press Briefing?",discretionary,other,CRISP,0.365,YES,0.365,0,0,-51.0,S7
0x247d957588c3af33cd023f8caa2b5a316c68e4cf903087261934d41734aa7ea2,Will Bernie Moreno win the Ohio Republican Senate Primary?,discretionary,other,CRISP,0.745,YES,0.745,1,1,16.114093959731548,S7
0xd65c4072e48a82a9cd49e8e6be332792fb13e8e076134d860d110427fc01d374,Will Jonas Gahr Støre become the next Prime Minister of Norway?,discretionary,other,CRISP,0.835,YES,0.835,1,1,8.880239520958085,S7
0xc6485bb7ea46d7bb89beb9c91e7572ecfc72a6273789496f78bc5e989e4d1638,Will Kamala Harris win the 2024 US Presidential Election?,discretionary,other,CRISP,0.368,YES,0.368,0,0,-51.0,S7
0xa4ec08ec8caf4cb5033716dc452e4c0ba7838e675396507b77282ab31d3609a5,"Will Keir Starmer say ""Putin"" during the next Prime Minister's Questions?",discretionary,other,CRISP,0.555,YES,0.555,1,1,39.09009009009009,S7
0x6a79204ace08d896a72cac89c3c2b4c64b90218838c213e9377860596dc77ac5,Will People’s Party (PPLE) win the most seats in the 2026 Thai legislative election?,discretionary,other,CRISP,0.695,YES,0.695,0,0,-51.0,S7
0xf33e075eaf25de7f6026e4d2e96a1a98a3a2147ac60aa15bca7fac3b0efce409,Will the Unity Labour Party (ULP) win the most elected seats in the 2025 Saint Vincent and the Grenadines House of Assembly election?,discretionary,other,CRISP,0.43,YES,0.43,0,0,-51.0,S7
0x773f3ca26bdf685da92d2a8a701dd98e4e8b46e0b5366cf09aed9eb8fb6fc189,Will a Republican win North Carolina Presidential Election?,discretionary,other,CRISP,0.695,YES,0.695,1,1,20.942446043165475,S7
0xb51f2db5996c86c3fdbac6d67d0fdead997d959ce0d86bad5203d16ee746da17,Will LLA win the most seats in the Chamber of Deputies following the 2025 Argentina election?,discretionary,other,CRISP,0.755,YES,0.755,1,1,15.2251655629139,S7
0x6a4d97b6b54f49991f3984998fc8423668b09e9ea21de7074f27ab7dd4953ba3,"US strikes Iran by March 3, 2026?",discretionary,iran,CRISP,0.345,YES,0.345,1,1,93.92753623188406,S7
0x4f8bddad85712e2b46756f71c753380a1417bec8049e4a45742e5182c3a5c015,"Will Israel conduct military action against Iran by April 14, 2026?",discretionary,iran,CRISP,0.59,YES,0.59,0,0,-51.0,S7
0x7e58abd89b04a34b4a066d94c0bcf53cf0c7ccd9f568c6c1a339d996bce6356a,Will Micheal Martin be the next Prime Minister of Ireland?,discretionary,other,CRISP,0.575,YES,0.575,1,1,35.95652173913044,S7
0xf480b4ea858af172baf1d8c4d2d0281ee8d2694ed9f40b12b3630c5328dfb3f6,Will the All India Trinamool Congress (AITC) win the most seats in the 2026 West Bengal Legislative Assembly election?,discretionary,other,CRISP,0.419,YES,0.419,0,0,-51.0,S7
0xae43e53d8516dd644c2b294c6fcdc8b345e905352672c7f6cf1ebfee127d9409,Will Kamala Harris win Vermont by the largest margin?,discretionary,other,CRISP,0.6,YES,0.6,1,1,32.33333333333334,S7
0x2eaa8bce4ea7a229c9e8a3050914b044537d19953fa364b176f95e1abc27f5bf,Will South Korea presidential election winner get over 50% of votes?,hard_currency,korea,CRISP,0.695,YES,0.695,0,0,-51.0,S7
0x82962688c00787fce7588ef672b7c3b875db8ac1ce263f2f3cd64211bd2379c3,Will Lee Jae-myung win 50-55% of the vote in the South Korea election?,hard_currency,korea,CRISP,0.605,YES,0.605,0,0,-51.0,S7
0x680b5b8add0677e5865f4b6d6d1d90e2d9e818d7290947d3fffbf7991cbde08e,Will Starostové get between 7% and 10% of the vote in the Czech election?,hard_currency,other,CRISP,0.305,YES,0.305,0,0,-51.0,S7
0x546ec332d630a9cd6f2d93d132d2f38b860dd54d682213bb84fd45938e56b292,Will the AfD win 20-25% of the vote in the German election?,hard_currency,other,CRISP,0.675,YES,0.675,1,1,23.074074074074076,S7
0xd3505ebab4f2d6496a0c1451a21584d95a0fae3d06c948ed42c373c59fd63e5a,Will voter turnout in the 2025 Polish presidential election be more than 72%?,hard_currency,other,CRISP,0.485,YES,0.485,0,0,-51.0,S7
0xde38c515193b3b7f826f65e85fb50fc77d4fb134e56f3c36e9244ee812d75089,Will Tisza win the national list vote in the 2026 Hungarian Parliamentary election by 9%+?,hard_currency,other,CRISP,0.425,YES,0.425,1,1,66.64705882352942,S7
0x4d6c87358a0a8522c775c20288ab7df7c8ceb4ffd1abf01881ba343cdf45964f,Will turnout be between 63% and 66% in the Czech election?,hard_currency,other,CRISP,0.405,YES,0.405,0,0,-51.0,S7
0xd4717f1118a739e898848610e68d74ea6cdf6ded0fedc3940143b9f3d57ff254,Will Fidesz-KDNP win 40-44% of the national list votes in the 2026 Hungarian Parliamentary election?,hard_currency,other,CRISP,0.35,YES,0.35,0,0,-51.0,S7
0x6a9b909a643c41c74da1f117e70f4dfbf469246e03915b046fd75620c318858d,North Korea missile test in March?,hard_currency,korea,CRISP,0.66,YES,0.66,1,1,24.75757575757575,S7
0xb45dfe8c5df7e41f4d9b03c5ccb3ab6598a9feb1914be0c83daf16cd98a74ba8,Will Motoristé get between 7% and 9% of the vote in the Czech election?,hard_currency,other,CRISP,0.325,YES,0.325,0,0,-51.0,S7
0xb0675395c1b27d1298af7470c687e94622eb5bd3293abebd26bf1871cd671da1,"Will Trump say ""Tesla"" during tariff event on April 2?",hard_currency,other,CRISP,0.305,YES,0.305,0,0,-51.0,S7
0x2a842ad6c44e8c4a0b7f303a0b3eb8422536d38b62de355ef2b0dacf0b88f43e,Will Rafał Trzaskowski win by 0-4%?,hard_currency,other,CRISP,0.395,YES,0.395,0,0,-51.0,S7
0x8cdba4887831155f8d31de848806f53eaa2525f32eadbc0fa9b3421a7e430bc9,"Will Trump say ""Drone"" this week? (November 17 – 23)",hard_currency,other,CRISP,0.58,YES,0.58,0,0,-51.0,S7
0x663ab7bbc3ea3156a3e81a67e341be33f0000183ae294c0e2061a7821864322c,"Will Trump say ""Nuclear"" during Iowa speech?",hard_currency,other,CRISP,0.735,YES,0.735,1,1,17.02721088435375,S7
0xf459f2a4cf56425af7346fbeed3f9c78e35463539fe38afa70ff3d00c127c7ab,"Will Trump say ""Fantastic job"" during tariff event on April 2?",hard_currency,other,CRISP,0.485,YES,0.485,1,1,52.09278350515464,S7
0xf5088153c033a7a79f7684478a268e644078898952664a86f86c45a35e5e2cc3,Will Trump's approval rating be between 46.0% and 46.4% on June 6?,hard_currency,other,CRISP,0.305,YES,0.305,0,0,-51.0,S7
