condition_id,question,sub_category,grade,reason,ground_truth,entry_yes_price_3d
0x0a68368782ad0b7798c3802233513ce20004906f69d24431a548e15a19bc2891,"Trump declares a national emergency by June 30, 2026?",discretionary,CRISP,official declaration with date deadline,1,0.9695
0x78a7554bdf3861f7557bc637ae5298d948fbe26632e10042b34b8a0f6724cc4a,Will the US strike Somalia next?,discretionary,AMBIGUOUS,"""next strike"" lacks date scope",1,0.9995
0xabf5cc61e402873d84f619357c7b4673994b302f81d0cd4adff234f9efa5e37a,"Will Trump name ""Bush"" in April?",discretionary,AMBIGUOUS,"scope of utterance unclear (interview, tweet, speech?)",1,0.9555
0xd73f60114a0e7169a55082daef1228cb27fa50c939eea22cb0589f6bac6ce5d3,Iran x Israel/US conflict ends by May 15?,discretionary,AMBIGUOUS,event-ending requires interpretation,1,0.9995
0xe88e8e620c7909a760072e04c24bdbfbc2c7b1941bf8cd96ce8c578cfc380ffd,Will Gitanas Nauseda win the 2024 Lithuanian presidential election?,discretionary,CRISP,named candidate + dated election,1,0.9855
0xb8498bb4d013be50bd4af336c0cadf62ab0f2885cc968b742304d6edccfc7190,Will Trump sign mineral deal without Zelenskyy apology?,discretionary,AMBIGUOUS,"deal-signing interpretation; what counts as ""sign""",1,0.9985
0xeef3c14eb999ee70b3c7ba528d34a9b7da2a60bc55256374a7dc0bc0c6d955ba,Will Israel strike Syria by September 15?,discretionary,CRISP,specific dated strike deadline,1,0.9995
0x90394c2848abe272fc43ab6d3842efc6ebcf41aee50ec9fdca1980a6452ff19a,Will Andrej Babiš be the next Prime Minister of the Czech Republic after the elections?,discretionary,CRISP,office-holder identity question,1,0.87
0x87d67272f0ce1bb0d80ba12a1ab79287b2a235a5f361f5bcbc06ea0ce34e61c5,Will there be a US Government shutdown? ,discretionary,AMBIGUOUS,shutdown definition / scope (full vs partial) ambiguous if no date scope,1,0.9985
0x92ebb98c37641b8f37ba7d8f86eca57b026ea5f050b9216be12ddacfd7e34537,Will Trump say 'crypto' or 'Bitcoin' during the 2025 State of the Union?,discretionary,CRISP,dated event default,0,0.255
0x8698572ca0243d41683c62f45ccb6ad17b6c90393188d48e54ea47c319ba5c4a,"Ukraine strikes another tanker in Black Sea by March 31, 2026?",discretionary,CRISP,dated event default,1,0.345
0x535144ad317cdc4013ea477a2184ee2743a387e16eb14c89f4ca6942d80e3f0d,Will the Individual taxation referendum be approved in Switzerland’s 8 March 2026 popular vote?,discretionary,CRISP,binary referendum outcome,1,0.465
0xe7c0f5dc1be16566f894fd93fb631a6a767cf1e8116449d03e5e80a549fb3d76,Trump and Biden shake hands at first debate?,discretionary,AMBIGUOUS,physical event observation may be ambiguous,0,0.325
0xaa4803f1ebb163af02026e4689b4bb498900ab7c4dbe230c332cf12f218e959a,Will Daniel Baluta be the next Mayor of Bucharest?,discretionary,CRISP,office-holder identity question,0,0.286
0x9a615cbdd9d230739f633023c4ddcab6b38e37d9e7551f3d6297ee48f78eda2a,Will Democrats win between 50 and 54 seats in the 2025 Virginia House of Delegates election?,discretionary,CRISP,numeric range/threshold,0,0.265
0x7320a31f5b0babc0c2c99e8a14d120f577affb38793379307b6f56efdb849f49,"US strikes Iran by March 5, 2026?",discretionary,CRISP,dated event default,1,0.365
0x9ba0e12a339b01159f86cd697890e24ab2a25749cdaa8beb6a1a744fb4a93610,Will Russia capture Pokrovsk by August 31?,discretionary,AMBIGUOUS,capture verification can be contested,1,0.35
0x3488f31e6449f9803f99a8b5dd232c7ad883637f1c86e6953305a2ef19c77f20,"US strikes Iran by February 28, 2026?",discretionary,CRISP,dated event default,1,0.455
0x1abb01bf1b40437116748b2f30de85404349a9b92c14d21031990698915e99f9,Iran military response by Monday?,discretionary,AMBIGUOUS,"""military X"" requires interpretation of what counts",0,0.24
0x63eed4826f75272a6ff68e0d0d6d0e0e685407a75e5dc9dd78236693c4ab1741,"US strikes Iran by March 6, 2026?",discretionary,CRISP,dated event default,1,0.395
0x58798f2c10ec863168c5fe947323744562c404280427c7a47d196a875cf0e0c1,Will Pennsylvania be the tipping point state?,discretionary,AMBIGUOUS,tipping-point definition is convention-dependent,1,0.335
0x3ad10b05e536a030e250fa6f19e5ffc95133d87d34c084f8cd2075e129332cab,"US x Venezuela military engagement by March 31, 2026?",discretionary,AMBIGUOUS,"""military X"" requires interpretation of what counts",1,0.38
0xfdcd333ff42c2908a1c1ba56435e9de40969c32c1e83a1c2bc76352a74c5c0d8,2024 presidential election: GOP wins by 65-104,discretionary,CRISP,numeric vote-margin threshold,1,0.22
0x4f9c680b7637b5e0a338cfefaf71086af79a95abdd6d906c4f9fd0c134bbf404,"Will DeepSeek V4 be released on April 28, 2026?",discretionary,CRISP,specific release-date claim,0,0.495
0xf9acb73448000e3d6366d5394430a6bfabca5ee1a8bf64fed5c606ca1f7298c8,"Will Leavitt say ""Mortgage"" or ""Loan"" during the next White House press briefing?",discretionary,CRISP,default crisp (no ambiguity triggers fired),0,0.465
0x98bafdb1a843ad1ee3f10222f43c8b675940922b119c0e0364a219281306098f,Will a Democrat win Wisconsin US Senate Election?,discretionary,CRISP,partisan-outcome of named race,1,0.66
0x208af01cb24712bc18c8ba0a387d34b3c210f431641061c760ff4394213f6d89,Will Brad Garlinghouse attend presidential inauguration?,discretionary,AMBIGUOUS,attendance verification can be ambiguous,1,0.535
0xf8b730810252255fa217a2828b46b7a3c0ed63b702c817461270ce9e65b5ec25,"Israel x Iran ceasefire broken by March 31, 2026?",discretionary,AMBIGUOUS,ceasefire-broken requires interpretation of what counts as a violation,1,0.705
0x689eb479c285abbe526ea31e32f3b300c8f77d7f144e78f3f2d35e200e52c2b6,Yoon out as president of South Korea in 2025?,discretionary,AMBIGUOUS,"""out"" requires legal/political interpretation",1,0.775
0xda882673997b5f279b79be0b406be449f511508bf3a22cea0294d0028a4b58c9,Will Mojtaba Khamenei tweet again on March 20?,discretionary,CRISP,mechanical numeric/observable count with bounded scope,1,0.68
0x8dc441a58abb86dfa3f97d1e9d1fb81b3ff4dfdf387e86e9d52fa07a2c7b12c0,"Will Tim Walz say ""Coach"" during the debate?",discretionary,CRISP,default crisp (no ambiguity triggers fired),1,0.63
0x58d102be7f1046597d9f208b84a0d5f844960151bc771bca1ae138353c4caa50,Will Trump win Miami?,discretionary,CRISP,default crisp (no ambiguity triggers fired),1,0.605
0x97004cec761044f6eb772191377b3a352d3ec05ec0249a1bf5ca442ba1fac097,Will Ukraine agree to pay back U.S. aid before July?,discretionary,AMBIGUOUS,"requires interpretation of ""agree/agreement/reach""",1,0.762
0xb21be382d4d6ba6417ef0b3b91c73e426dbd216800a42ffa62c1cac392ef4fd6,"Will Keir Starmer say ""Denmark"" or ""Greenland"" during the next Prime Minister's Questions?",discretionary,CRISP,default crisp (no ambiguity triggers fired),0,0.77
0xbf8d3c113339a9212ca0f263aede776db4a34762aedc006f70a8703215954863,Will Salvador Nasralla win the 2025 Honduras presidential election?,discretionary,CRISP,named candidate + dated election,0,0.615
0x077fc0c447abfc7e094713e86d62acc20480560a6eb60bfbfc86a1c5f00b9339,Will the government shutdown end November 12?,discretionary,CRISP,specific date for shutdown end,0,0.71
0xfcde02af15efe40e336d67f0ef9aa49e9d40c37b92961fb890afc4afdbfe54d6,Will TISZA – Respect and Freedom Party (TISZA) win the most seats in the next Hungarian parliamentary election?,discretionary,CRISP,default crisp (no ambiguity triggers fired),1,0.695
0x06dcf640b5f29035442dfa0472b72a641df54b1e99e186368f3c6b16ecab3913,Will 7-8 justices on South Korea's Constitutional Court vote for Yoon's impeachment before May?,discretionary,CRISP,default crisp (no ambiguity triggers fired),1,0.66
0x51f5cc47c2f0b706cd4981e84d1197460d0d662270e27b2f68e91fd515e3a875,GOP wins popular vote by 1.5-1.75%?,hard_currency,CRISP,numeric vote-margin threshold,0,0.001
0xd68f141aff610df79e579ad93c223cd1771d69ab0a42d33ce5013bbbe7a43934,Will the AfD win over 30% of the vote in the German election?,hard_currency,CRISP,default crisp (no ambiguity triggers fired),0,0.021
0x5d7aae2086ed7e3ea82b65f5d8ed17ac4fa241c92a0a167bee0b356ae498f802,Will Kamala Harris get less than 68m votes in the 2024 U.S. Presidential Election?,hard_currency,CRISP,dated event default,0,0.035
0xfa2fe71de6a4121dad1e599542e29f18f2da8c3107c8d13ca8c2c998e864a930,Will the U.S. tariff rate on China be between 150% and 200% on April 30?,hard_currency,CRISP,numeric threshold,0,0.008
0x32f8d40aaacb6b8b94395555d1e82ee75a84ba5e62e15ab2966b78b5e2f332a4,GOP wins popular vote by 3-4%?,hard_currency,CRISP,numeric vote-margin threshold,0,0.0005
0xca02f54adad0a5a3ab3a6a41dbd9a869d300043fd98038c886cad563cb6e6847,Will Lee Jae-myung win 35-40% of the vote in the South Korea election?,hard_currency,CRISP,default crisp (no ambiguity triggers fired),0,0.0025
0x23cfb7f4d4cefbac8e464cb53717654d84f82f5ab7ad4497662c122d94bb658f,Will Trump's approval rating hit 30% before August?,hard_currency,CRISP,numeric threshold-touch,0,0.003
0x0f32d4d7167f073d9d903b91b48dfe08d2762e8b0a29e14e649bfef89512ce61,Will the Democratic candidate win Arizona by 4.0% or more?,hard_currency,CRISP,numeric range/threshold,0,0.045
0xe64946cd8d2d19ea559c78db03cd93688f842bc6277fbbf921a1423ca0e98f6c,Will $TRUMP hit $10 or $20 first?,hard_currency,CRISP,price-touch which-comes-first,0,0.13
0x69b604e3d43293ee5aedc9fa00c8d8380cb7e5a71ef189503a532f083e2b8081,Will Mikie Sherrill win by 6-9%?,hard_currency,CRISP,numeric vote-margin threshold,0,0.2
0xf7ddbcf3f56543a8fa36cad800d0390d1e423f0cc049cdb5a14592eabe87f3c2,"Will Kevin Warsh be formally nominated to be Chair of the Federal Reserve by February 18, 2026?",hard_currency,CRISP,dated event default,0,0.09
0x0228c334b70792abe9e3c0f8dddf34b8a371837d830c2278c518338c6d4cde13,Will Trump’s approval rating be between 43.0% and 43.4% on October 10?,hard_currency,CRISP,numeric threshold,0,0.35
0xd3c462e6120f6819aa74014787cfb6a213dca39e1dd550e160f8bacbf4a017bc,Will Lee Jun-seok win between 5% and 8% of the vote in the South Korea election?,hard_currency,CRISP,numeric range/threshold,0,0.245
0x1e68b29be798c37448e00f83180358d0edb02393f8d6a68d50d1175798865287,Will Rafał Trzaskowski win by 4-8%?,hard_currency,CRISP,numeric vote-margin threshold,0,0.255
0xc11e05cc1d5aadc7a35ca4d152f0e6773acd2a38503d5129e7d988d67073ee9a,Trump fined over $100k?,hard_currency,CRISP,numeric fine threshold,0,0.595
0xa2ece5c7bb0eef95a16880a2d43135d3d97cdeeddc834cee0966bd12ea1bdc5b,Trump’s first TikTok >100M views by Friday?,hard_currency,AMBIGUOUS,relative weekday date — context-dependent scope,1,0.975
0x04e07c6085d96ecc1ac7568d6cb640f09e4d300a25afc763b67f15d8f2c8597c,Fed increases interest rates by 25+ bps after January 2025 meeting?,action_count,CRISP,mechanical numeric/observable count with bounded scope,0,0.0015
0xd72622d154dfe65b9c019d6afcfe75a55717e5c502db611f555b101aafbf6ec5,Will the Fed decrease interest rates by 50+ bps after the April 2026 meeting?,action_count,CRISP,dated event default,0,0.0005
0x4b4a00cc1b9a54b43cf79dfe8efbbf66826ce9129eb9d73f2a47907072792444,Will Elon Musk post 2000+ tweets in April 2026?,action_count,CRISP,dated event default,0,0.0005
0x6cc501fa617e3a46ececf6e3990fe1afeeaa6bc897d3c7049c005fd1bdc42c2f,Fed decreases interest rates by 50+ bps after September 2024 meeting?,action_count,CRISP,mechanical numeric/observable count with bounded scope,1,0.345
0xb5dd9533834c4f552754f7f8a1df775d8b1ce38661b9a03061c1da7bbf139aa3,"Will the total number of TSA passengers for February 21 be between 1,800,000 and 2,000,000?",action_count,CRISP,mechanical numeric/observable count with bounded scope,0,0.0685
0x7d1715bc1b4444f0cba5ed1b4783776f548e1030d09cd1b98ccc35f60bb850f6,"Will Leavitt say ""President"" 60+ times during the next press briefing?",action_count,CRISP,mechanical numeric/observable count with bounded scope,1,0.565
0x6036f178fa884664fae572c12fe4e1ead6004d6fecf04e77421bb0bff9781caa,"Will the total number of TSA passengers for February 14 be greater than 1,900,000?",action_count,CRISP,mechanical numeric/observable count with bounded scope,1,0.885
